date,clinic_id,country,product_sku,product_family,units,revenue,price_per_unit
2024-01-01,C00108,FR,NEURO_A,Neuromodulator,1,244.05,250.0
2024-01-01,C00108,FR,FILLER_X,Filler,1,338.24,350.0
2024-01-01,C00108,FR,SKIN_SER,SkinCare_Product,1,77.04,80.0
2024-02-01,C00108,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-02-01,C00108,FR,FILLER_X,Filler,3,1082.24,350.0
2024-02-01,C00108,FR,SKIN_SER,SkinCare_Product,1,78.46,80.0
2024-03-01,C00108,FR,NEURO_A,Neuromodulator,1,244.35,250.0
2024-03-01,C00108,FR,FILLER_X,Filler,0,0.0,350.0
2024-03-01,C00108,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-04-01,C00108,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-04-01,C00108,FR,FILLER_X,Filler,1,349.41,350.0
2024-04-01,C00108,FR,SKIN_SER,SkinCare_Product,1,80.84,80.0
2024-05-01,C00108,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-05-01,C00108,FR,FILLER_X,Filler,0,0.0,350.0
2024-05-01,C00108,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-06-01,C00108,FR,NEURO_A,Neuromodulator,1,249.86,250.0
2024-06-01,C00108,FR,FILLER_X,Filler,0,0.0,350.0
2024-06-01,C00108,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-07-01,C00108,FR,NEURO_A,Neuromodulator,1,242.56,250.0
2024-07-01,C00108,FR,FILLER_X,Filler,0,0.0,350.0
2024-07-01,C00108,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-08-01,C00108,FR,NEURO_A,Neuromodulator,1,249.09,250.0
2024-08-01,C00108,FR,FILLER_X,Filler,1,342.06,350.0
2024-08-01,C00108,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-09-01,C00108,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-09-01,C00108,FR,FILLER_X,Filler,1,359.02,350.0
2024-09-01,C00108,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-10-01,C00108,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-10-01,C00108,FR,FILLER_X,Filler,0,0.0,350.0
2024-10-01,C00108,FR,SKIN_SER,SkinCare_Product,2,161.76,80.0
2024-11-01,C00108,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-11-01,C00108,FR,FILLER_X,Filler,1,361.81,350.0
2024-11-01,C00108,FR,SKIN_SER,SkinCare_Product,2,159.63,80.0
2024-12-01,C00108,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-12-01,C00108,FR,FILLER_X,Filler,1,349.79,350.0
2024-12-01,C00108,FR,SKIN_SER,SkinCare_Product,1,83.06,80.0
2025-01-01,C00108,FR,NEURO_A,Neuromodulator,1,245.32,250.0
2025-01-01,C00108,FR,FILLER_X,Filler,0,0.0,350.0
2025-01-01,C00108,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2025-02-01,C00108,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2025-02-01,C00108,FR,FILLER_X,Filler,0,0.0,350.0
2025-02-01,C00108,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2025-03-01,C00108,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2025-03-01,C00108,FR,FILLER_X,Filler,1,340.74,350.0
2025-03-01,C00108,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2025-04-01,C00108,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2025-04-01,C00108,FR,FILLER_X,Filler,1,346.46,350.0
2025-04-01,C00108,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2025-05-01,C00108,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2025-05-01,C00108,FR,FILLER_X,Filler,1,352.82,350.0
2025-05-01,C00108,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2025-06-01,C00108,FR,NEURO_A,Neuromodulator,4,975.03,250.0
2025-06-01,C00108,FR,FILLER_X,Filler,0,0.0,350.0
2025-06-01,C00108,FR,SKIN_SER,SkinCare_Product,1,77.86,80.0
2025-07-01,C00108,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2025-07-01,C00108,FR,FILLER_X,Filler,0,0.0,350.0
2025-07-01,C00108,FR,SKIN_SER,SkinCare_Product,1,77.55,80.0
2025-08-01,C00108,FR,NEURO_A,Neuromodulator,1,245.62,250.0
2025-08-01,C00108,FR,FILLER_X,Filler,0,0.0,350.0
2025-08-01,C00108,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2025-09-01,C00108,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2025-09-01,C00108,FR,FILLER_X,Filler,0,0.0,350.0
2025-09-01,C00108,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2025-10-01,C00108,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2025-10-01,C00108,FR,FILLER_X,Filler,0,0.0,350.0
2025-10-01,C00108,FR,SKIN_SER,SkinCare_Product,1,81.1,80.0
2022-11-01,C00109,FR,NEURO_A,Neuromodulator,1,243.29,250.0
2022-11-01,C00109,FR,FILLER_X,Filler,1,351.58,350.0
2022-11-01,C00109,FR,SKIN_SER,SkinCare_Product,1,79.51,80.0
2022-12-01,C00109,FR,NEURO_A,Neuromodulator,1,252.66,250.0
2022-12-01,C00109,FR,FILLER_X,Filler,1,358.9,350.0
2022-12-01,C00109,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-01-01,C00109,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2023-01-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2023-01-01,C00109,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-02-01,C00109,FR,NEURO_A,Neuromodulator,2,511.83,250.0
2023-02-01,C00109,FR,FILLER_X,Filler,1,354.2,350.0
2023-02-01,C00109,FR,SKIN_SER,SkinCare_Product,1,79.71,80.0
2023-03-01,C00109,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2023-03-01,C00109,FR,FILLER_X,Filler,1,343.9,350.0
2023-03-01,C00109,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-04-01,C00109,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2023-04-01,C00109,FR,FILLER_X,Filler,1,353.2,350.0
2023-04-01,C00109,FR,SKIN_SER,SkinCare_Product,2,162.85,80.0
2023-05-01,C00109,FR,NEURO_A,Neuromodulator,1,242.56,250.0
2023-05-01,C00109,FR,FILLER_X,Filler,1,351.56,350.0
2023-05-01,C00109,FR,SKIN_SER,SkinCare_Product,1,81.14,80.0
2023-06-01,C00109,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2023-06-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2023-06-01,C00109,FR,SKIN_SER,SkinCare_Product,1,79.06,80.0
2023-07-01,C00109,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2023-07-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2023-07-01,C00109,FR,SKIN_SER,SkinCare_Product,2,157.73,80.0
2023-08-01,C00109,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2023-08-01,C00109,FR,FILLER_X,Filler,3,1037.26,350.0
2023-08-01,C00109,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-09-01,C00109,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2023-09-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2023-09-01,C00109,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-10-01,C00109,FR,NEURO_A,Neuromodulator,1,245.04,250.0
2023-10-01,C00109,FR,FILLER_X,Filler,1,338.79,350.0
2023-10-01,C00109,FR,SKIN_SER,SkinCare_Product,2,156.71,80.0
2023-11-01,C00109,FR,NEURO_A,Neuromodulator,1,250.73,250.0
2023-11-01,C00109,FR,FILLER_X,Filler,1,343.45,350.0
2023-11-01,C00109,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-12-01,C00109,FR,NEURO_A,Neuromodulator,1,250.92,250.0
2023-12-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2023-12-01,C00109,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-01-01,C00109,FR,NEURO_A,Neuromodulator,1,248.65,250.0
2024-01-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2024-01-01,C00109,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-02-01,C00109,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-02-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2024-02-01,C00109,FR,SKIN_SER,SkinCare_Product,1,81.15,80.0
2024-03-01,C00109,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-03-01,C00109,FR,FILLER_X,Filler,1,347.32,350.0
2024-03-01,C00109,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-04-01,C00109,FR,NEURO_A,Neuromodulator,2,487.77,250.0
2024-04-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2024-04-01,C00109,FR,SKIN_SER,SkinCare_Product,4,325.61,80.0
2024-05-01,C00109,FR,NEURO_A,Neuromodulator,1,244.43,250.0
2024-05-01,C00109,FR,FILLER_X,Filler,2,699.61,350.0
2024-05-01,C00109,FR,SKIN_SER,SkinCare_Product,2,155.0,80.0
2024-06-01,C00109,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-06-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2024-06-01,C00109,FR,SKIN_SER,SkinCare_Product,2,157.46,80.0
2024-07-01,C00109,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-07-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2024-07-01,C00109,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-08-01,C00109,FR,NEURO_A,Neuromodulator,1,245.48,250.0
2024-08-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2024-08-01,C00109,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-09-01,C00109,FR,NEURO_A,Neuromodulator,1,248.32,250.0
2024-09-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2024-09-01,C00109,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-10-01,C00109,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-10-01,C00109,FR,FILLER_X,Filler,1,355.64,350.0
2024-10-01,C00109,FR,SKIN_SER,SkinCare_Product,1,82.04,80.0
2024-11-01,C00109,FR,NEURO_A,Neuromodulator,2,510.22,250.0
2024-11-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2024-11-01,C00109,FR,SKIN_SER,SkinCare_Product,2,158.36,80.0
2024-12-01,C00109,FR,NEURO_A,Neuromodulator,1,258.25,250.0
2024-12-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2024-12-01,C00109,FR,SKIN_SER,SkinCare_Product,1,81.18,80.0
2025-01-01,C00109,FR,NEURO_A,Neuromodulator,1,258.77,250.0
2025-01-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2025-01-01,C00109,FR,SKIN_SER,SkinCare_Product,1,79.26,80.0
2025-02-01,C00109,FR,NEURO_A,Neuromodulator,1,249.97,250.0
2025-02-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2025-02-01,C00109,FR,SKIN_SER,SkinCare_Product,3,238.14,80.0
2025-03-01,C00109,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2025-03-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2025-03-01,C00109,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2025-04-01,C00109,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2025-04-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2025-04-01,C00109,FR,SKIN_SER,SkinCare_Product,2,161.39,80.0
2025-05-01,C00109,FR,NEURO_A,Neuromodulator,1,241.97,250.0
2025-05-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2025-05-01,C00109,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2025-06-01,C00109,FR,NEURO_A,Neuromodulator,4,1004.11,250.0
2025-06-01,C00109,FR,FILLER_X,Filler,1,346.21,350.0
2025-06-01,C00109,FR,SKIN_SER,SkinCare_Product,3,244.53,80.0
2025-07-01,C00109,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2025-07-01,C00109,FR,FILLER_X,Filler,1,352.36,350.0
2025-07-01,C00109,FR,SKIN_SER,SkinCare_Product,2,160.81,80.0
2025-08-01,C00109,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2025-08-01,C00109,FR,FILLER_X,Filler,2,683.41,350.0
2025-08-01,C00109,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2025-09-01,C00109,FR,NEURO_A,Neuromodulator,1,256.99,250.0
2025-09-01,C00109,FR,FILLER_X,Filler,1,346.3,350.0
2025-09-01,C00109,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2025-10-01,C00109,FR,NEURO_A,Neuromodulator,2,501.64,250.0
2025-10-01,C00109,FR,FILLER_X,Filler,0,0.0,350.0
2025-10-01,C00109,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2022-11-01,C00110,FR,NEURO_A,Neuromodulator,3,747.44,250.0
2022-11-01,C00110,FR,FILLER_X,Filler,1,338.72,350.0
2022-11-01,C00110,FR,SKIN_SER,SkinCare_Product,4,316.71,80.0
2022-12-01,C00110,FR,NEURO_A,Neuromodulator,2,506.39,250.0
2022-12-01,C00110,FR,FILLER_X,Filler,0,0.0,350.0
2022-12-01,C00110,FR,SKIN_SER,SkinCare_Product,4,307.04,80.0
2023-01-01,C00110,FR,NEURO_A,Neuromodulator,4,1015.07,250.0
2023-01-01,C00110,FR,FILLER_X,Filler,1,350.1,350.0
2023-01-01,C00110,FR,SKIN_SER,SkinCare_Product,10,824.33,80.0
2023-02-01,C00110,FR,NEURO_A,Neuromodulator,1,261.99,250.0
2023-02-01,C00110,FR,FILLER_X,Filler,2,686.83,350.0
2023-02-01,C00110,FR,SKIN_SER,SkinCare_Product,8,654.46,80.0
2023-03-01,C00110,FR,NEURO_A,Neuromodulator,3,741.6,250.0
2023-03-01,C00110,FR,FILLER_X,Filler,3,1041.08,350.0
2023-03-01,C00110,FR,SKIN_SER,SkinCare_Product,7,566.87,80.0
2023-04-01,C00110,FR,NEURO_A,Neuromodulator,3,769.11,250.0
2023-04-01,C00110,FR,FILLER_X,Filler,1,341.16,350.0
2023-04-01,C00110,FR,SKIN_SER,SkinCare_Product,2,159.39,80.0
2023-05-01,C00110,FR,NEURO_A,Neuromodulator,4,991.21,250.0
2023-05-01,C00110,FR,FILLER_X,Filler,0,0.0,350.0
2023-05-01,C00110,FR,SKIN_SER,SkinCare_Product,7,552.37,80.0
2023-06-01,C00110,FR,NEURO_A,Neuromodulator,2,519.82,250.0
2023-06-01,C00110,FR,FILLER_X,Filler,2,703.99,350.0
2023-06-01,C00110,FR,SKIN_SER,SkinCare_Product,5,399.21,80.0
2023-07-01,C00110,FR,NEURO_A,Neuromodulator,3,734.25,250.0
2023-07-01,C00110,FR,FILLER_X,Filler,2,695.03,350.0
2023-07-01,C00110,FR,SKIN_SER,SkinCare_Product,4,327.28,80.0
2023-08-01,C00110,FR,NEURO_A,Neuromodulator,5,1288.8,250.0
2023-08-01,C00110,FR,FILLER_X,Filler,1,352.11,350.0
2023-08-01,C00110,FR,SKIN_SER,SkinCare_Product,1,79.79,80.0
2023-09-01,C00110,FR,NEURO_A,Neuromodulator,2,505.11,250.0
2023-09-01,C00110,FR,FILLER_X,Filler,2,696.41,350.0
2023-09-01,C00110,FR,SKIN_SER,SkinCare_Product,6,474.12,80.0
2023-10-01,C00110,FR,NEURO_A,Neuromodulator,2,492.5,250.0
2023-10-01,C00110,FR,FILLER_X,Filler,0,0.0,350.0
2023-10-01,C00110,FR,SKIN_SER,SkinCare_Product,1,78.2,80.0
2023-11-01,C00110,FR,NEURO_A,Neuromodulator,2,521.12,250.0
2023-11-01,C00110,FR,FILLER_X,Filler,1,335.17,350.0
2023-11-01,C00110,FR,SKIN_SER,SkinCare_Product,6,483.33,80.0
2023-12-01,C00110,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2023-12-01,C00110,FR,FILLER_X,Filler,3,1050.25,350.0
2023-12-01,C00110,FR,SKIN_SER,SkinCare_Product,7,564.02,80.0
2024-01-01,C00110,FR,NEURO_A,Neuromodulator,5,1193.79,250.0
2024-01-01,C00110,FR,FILLER_X,Filler,1,355.2,350.0
2024-01-01,C00110,FR,SKIN_SER,SkinCare_Product,5,388.62,80.0
2024-02-01,C00110,FR,NEURO_A,Neuromodulator,9,2279.34,250.0
2024-02-01,C00110,FR,FILLER_X,Filler,2,711.27,350.0
2024-02-01,C00110,FR,SKIN_SER,SkinCare_Product,6,471.68,80.0
2024-03-01,C00110,FR,NEURO_A,Neuromodulator,9,2238.03,250.0
2024-03-01,C00110,FR,FILLER_X,Filler,1,347.0,350.0
2024-03-01,C00110,FR,SKIN_SER,SkinCare_Product,3,246.69,80.0
2024-04-01,C00110,FR,NEURO_A,Neuromodulator,2,491.11,250.0
2024-04-01,C00110,FR,FILLER_X,Filler,2,721.96,350.0
2024-04-01,C00110,FR,SKIN_SER,SkinCare_Product,4,315.73,80.0
2024-05-01,C00110,FR,NEURO_A,Neuromodulator,4,1022.58,250.0
2024-05-01,C00110,FR,FILLER_X,Filler,3,1077.24,350.0
2024-05-01,C00110,FR,SKIN_SER,SkinCare_Product,2,155.22,80.0
2024-06-01,C00110,FR,NEURO_A,Neuromodulator,6,1475.0,250.0
2024-06-01,C00110,FR,FILLER_X,Filler,1,350.09,350.0
2024-06-01,C00110,FR,SKIN_SER,SkinCare_Product,5,411.16,80.0
2024-07-01,C00110,FR,NEURO_A,Neuromodulator,6,1490.34,250.0
2024-07-01,C00110,FR,FILLER_X,Filler,1,345.25,350.0
2024-07-01,C00110,FR,SKIN_SER,SkinCare_Product,6,478.14,80.0
2024-08-01,C00110,FR,NEURO_A,Neuromodulator,2,490.94,250.0
2024-08-01,C00110,FR,FILLER_X,Filler,0,0.0,350.0
2024-08-01,C00110,FR,SKIN_SER,SkinCare_Product,4,316.52,80.0
2024-09-01,C00110,FR,NEURO_A,Neuromodulator,5,1243.25,250.0
2024-09-01,C00110,FR,FILLER_X,Filler,2,685.62,350.0
2024-09-01,C00110,FR,SKIN_SER,SkinCare_Product,4,316.42,80.0
2024-10-01,C00110,FR,NEURO_A,Neuromodulator,5,1251.52,250.0
2024-10-01,C00110,FR,FILLER_X,Filler,0,0.0,350.0
2024-10-01,C00110,FR,SKIN_SER,SkinCare_Product,4,327.71,80.0
2024-11-01,C00110,FR,NEURO_A,Neuromodulator,2,506.63,250.0
2024-11-01,C00110,FR,FILLER_X,Filler,1,345.03,350.0
2024-11-01,C00110,FR,SKIN_SER,SkinCare_Product,6,482.5,80.0
2024-12-01,C00110,FR,NEURO_A,Neuromodulator,1,251.22,250.0
2024-12-01,C00110,FR,FILLER_X,Filler,0,0.0,350.0
2024-12-01,C00110,FR,SKIN_SER,SkinCare_Product,5,395.83,80.0
2025-01-01,C00110,FR,NEURO_A,Neuromodulator,1,253.25,250.0
2025-01-01,C00110,FR,FILLER_X,Filler,2,686.04,350.0
2025-01-01,C00110,FR,SKIN_SER,SkinCare_Product,9,714.18,80.0
2025-02-01,C00110,FR,NEURO_A,Neuromodulator,4,991.19,250.0
2025-02-01,C00110,FR,FILLER_X,Filler,3,1034.23,350.0
2025-02-01,C00110,FR,SKIN_SER,SkinCare_Product,6,481.62,80.0
2025-03-01,C00110,FR,NEURO_A,Neuromodulator,3,790.73,250.0
2025-03-01,C00110,FR,FILLER_X,Filler,0,0.0,350.0
2025-03-01,C00110,FR,SKIN_SER,SkinCare_Product,4,312.74,80.0
2025-04-01,C00110,FR,NEURO_A,Neuromodulator,7,1783.97,250.0
2025-04-01,C00110,FR,FILLER_X,Filler,3,1074.73,350.0
2025-04-01,C00110,FR,SKIN_SER,SkinCare_Product,13,1026.52,80.0
2025-05-01,C00110,FR,NEURO_A,Neuromodulator,5,1275.41,250.0
2025-05-01,C00110,FR,FILLER_X,Filler,2,702.7,350.0
2025-05-01,C00110,FR,SKIN_SER,SkinCare_Product,9,704.01,80.0
2025-06-01,C00110,FR,NEURO_A,Neuromodulator,3,729.43,250.0
2025-06-01,C00110,FR,FILLER_X,Filler,2,713.69,350.0
2025-06-01,C00110,FR,SKIN_SER,SkinCare_Product,6,476.72,80.0
2025-07-01,C00110,FR,NEURO_A,Neuromodulator,2,500.29,250.0
2025-07-01,C00110,FR,FILLER_X,Filler,1,346.04,350.0
2025-07-01,C00110,FR,SKIN_SER,SkinCare_Product,4,324.62,80.0
2025-08-01,C00110,FR,NEURO_A,Neuromodulator,4,982.37,250.0
2025-08-01,C00110,FR,FILLER_X,Filler,1,345.27,350.0
2025-08-01,C00110,FR,SKIN_SER,SkinCare_Product,4,323.74,80.0
2025-09-01,C00110,FR,NEURO_A,Neuromodulator,4,1023.71,250.0
2025-09-01,C00110,FR,FILLER_X,Filler,1,355.16,350.0
2025-09-01,C00110,FR,SKIN_SER,SkinCare_Product,4,341.73,80.0
2025-10-01,C00110,FR,NEURO_A,Neuromodulator,4,1020.06,250.0
2025-10-01,C00110,FR,FILLER_X,Filler,3,1011.53,350.0
2025-10-01,C00110,FR,SKIN_SER,SkinCare_Product,5,396.53,80.0
2022-11-01,C00111,FR,NEURO_A,Neuromodulator,1,247.88,250.0
2022-11-01,C00111,FR,FILLER_X,Filler,1,354.53,350.0
2022-11-01,C00111,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2022-12-01,C00111,FR,NEURO_A,Neuromodulator,1,250.63,250.0
2022-12-01,C00111,FR,FILLER_X,Filler,2,705.58,350.0
2022-12-01,C00111,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-01-01,C00111,FR,NEURO_A,Neuromodulator,4,999.8,250.0
2023-01-01,C00111,FR,FILLER_X,Filler,1,355.95,350.0
2023-01-01,C00111,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-02-01,C00111,FR,NEURO_A,Neuromodulator,2,497.37,250.0
2023-02-01,C00111,FR,FILLER_X,Filler,0,0.0,350.0
2023-02-01,C00111,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-03-01,C00111,FR,NEURO_A,Neuromodulator,1,247.09,250.0
2023-03-01,C00111,FR,FILLER_X,Filler,1,351.12,350.0
2023-03-01,C00111,FR,SKIN_SER,SkinCare_Product,2,163.55,80.0
2023-04-01,C00111,FR,NEURO_A,Neuromodulator,1,249.61,250.0
2023-04-01,C00111,FR,FILLER_X,Filler,1,353.18,350.0
2023-04-01,C00111,FR,SKIN_SER,SkinCare_Product,1,79.21,80.0
2023-05-01,C00111,FR,NEURO_A,Neuromodulator,2,500.05,250.0
2023-05-01,C00111,FR,FILLER_X,Filler,0,0.0,350.0
2023-05-01,C00111,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-06-01,C00111,FR,NEURO_A,Neuromodulator,2,496.82,250.0
2023-06-01,C00111,FR,FILLER_X,Filler,1,355.15,350.0
2023-06-01,C00111,FR,SKIN_SER,SkinCare_Product,1,79.3,80.0
2023-07-01,C00111,FR,NEURO_A,Neuromodulator,3,735.09,250.0
2023-07-01,C00111,FR,FILLER_X,Filler,0,0.0,350.0
2023-07-01,C00111,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-08-01,C00111,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2023-08-01,C00111,FR,FILLER_X,Filler,3,1057.54,350.0
2023-08-01,C00111,FR,SKIN_SER,SkinCare_Product,3,243.89,80.0
2023-09-01,C00111,FR,NEURO_A,Neuromodulator,2,502.32,250.0
2023-09-01,C00111,FR,FILLER_X,Filler,0,0.0,350.0
2023-09-01,C00111,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-10-01,C00111,FR,NEURO_A,Neuromodulator,3,787.84,250.0
2023-10-01,C00111,FR,FILLER_X,Filler,0,0.0,350.0
2023-10-01,C00111,FR,SKIN_SER,SkinCare_Product,1,81.14,80.0
2023-11-01,C00111,FR,NEURO_A,Neuromodulator,1,239.2,250.0
2023-11-01,C00111,FR,FILLER_X,Filler,3,1073.9,350.0
2023-11-01,C00111,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-12-01,C00111,FR,NEURO_A,Neuromodulator,2,490.06,250.0
2023-12-01,C00111,FR,FILLER_X,Filler,2,707.44,350.0
2023-12-01,C00111,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-01-01,C00111,FR,NEURO_A,Neuromodulator,1,251.31,250.0
2024-01-01,C00111,FR,FILLER_X,Filler,1,357.17,350.0
2024-01-01,C00111,FR,SKIN_SER,SkinCare_Product,1,81.6,80.0
2024-02-01,C00111,FR,NEURO_A,Neuromodulator,1,250.31,250.0
2024-02-01,C00111,FR,FILLER_X,Filler,0,0.0,350.0
2024-02-01,C00111,FR,SKIN_SER,SkinCare_Product,1,81.81,80.0
2024-03-01,C00111,FR,NEURO_A,Neuromodulator,5,1249.83,250.0
2024-03-01,C00111,FR,FILLER_X,Filler,0,0.0,350.0
2024-03-01,C00111,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-04-01,C00111,FR,NEURO_A,Neuromodulator,2,493.58,250.0
2024-04-01,C00111,FR,FILLER_X,Filler,0,0.0,350.0
2024-04-01,C00111,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-05-01,C00111,FR,NEURO_A,Neuromodulator,1,247.53,250.0
2024-05-01,C00111,FR,FILLER_X,Filler,3,1036.06,350.0
2024-05-01,C00111,FR,SKIN_SER,SkinCare_Product,2,161.87,80.0
2024-06-01,C00111,FR,NEURO_A,Neuromodulator,2,512.46,250.0
2024-06-01,C00111,FR,FILLER_X,Filler,0,0.0,350.0
2024-06-01,C00111,FR,SKIN_SER,SkinCare_Product,1,82.42,80.0
2024-07-01,C00111,FR,NEURO_A,Neuromodulator,1,246.65,250.0
2024-07-01,C00111,FR,FILLER_X,Filler,0,0.0,350.0
2024-07-01,C00111,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-08-01,C00111,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-08-01,C00111,FR,FILLER_X,Filler,2,708.22,350.0
2024-08-01,C00111,FR,SKIN_SER,SkinCare_Product,1,79.66,80.0
2024-09-01,C00111,FR,NEURO_A,Neuromodulator,4,1012.19,250.0
2024-09-01,C00111,FR,FILLER_X,Filler,1,352.65,350.0
2024-09-01,C00111,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-10-01,C00111,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-10-01,C00111,FR,FILLER_X,Filler,5,1730.24,350.0
2024-10-01,C00111,FR,SKIN_SER,SkinCare_Product,1,80.32,80.0
2024-11-01,C00111,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-11-01,C00111,FR,FILLER_X,Filler,0,0.0,350.0
2024-11-01,C00111,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-12-01,C00111,FR,NEURO_A,Neuromodulator,1,249.82,250.0
2024-12-01,C00111,FR,FILLER_X,Filler,1,367.34,350.0
2024-12-01,C00111,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2025-01-01,C00111,FR,NEURO_A,Neuromodulator,2,500.0,250.0
2025-01-01,C00111,FR,FILLER_X,Filler,0,0.0,350.0
2025-01-01,C00111,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
