date,rep_id,clinic_id,country,visits,samples,activity_type
2024-09-01,R0004,C00010,FR,0,0,visit
2024-09-01,R0004,C00157,FR,0,0,visit
2024-09-01,R0004,C00372,FR,0,0,visit
2024-09-01,R0004,C00078,FR,1,0,visit
2024-09-01,R0004,C00106,FR,0,0,visit
2024-09-01,R0004,C00380,FR,2,0,visit
2024-09-01,R0004,C00359,FR,0,0,visit
2024-09-01,R0004,C00030,FR,0,0,visit
2024-10-01,R0004,C00221,FR,2,0,visit
2024-10-01,R0004,C00355,FR,0,0,visit
2024-10-01,R0004,C00324,FR,0,0,visit
2024-10-01,R0004,C00002,FR,0,0,visit
2024-10-01,R0004,C00316,FR,1,0,visit
2024-10-01,R0004,C00010,FR,0,0,visit
2024-10-01,R0004,C00157,FR,1,0,visit
2024-10-01,R0004,C00372,FR,1,1,visit
2024-10-01,R0004,C00078,FR,0,0,visit
2024-10-01,R0004,C00106,FR,1,0,visit
2024-10-01,R0004,C00380,FR,2,0,visit
2024-10-01,R0004,C00359,FR,1,1,visit
2024-10-01,R0004,C00030,FR,1,0,visit
2024-11-01,R0004,C00221,FR,1,0,visit
2024-11-01,R0004,C00355,FR,2,0,visit
2024-11-01,R0004,C00324,FR,1,0,visit
2024-11-01,R0004,C00002,FR,0,0,visit
2024-11-01,R0004,C00316,FR,0,0,visit
2024-11-01,R0004,C00010,FR,0,0,visit
2024-11-01,R0004,C00157,FR,1,0,visit
2024-11-01,R0004,C00372,FR,2,4,visit
2024-11-01,R0004,C00078,FR,0,0,visit
2024-11-01,R0004,C00106,FR,0,0,visit
2024-11-01,R0004,C00380,FR,2,2,visit
2024-11-01,R0004,C00359,FR,0,0,visit
2024-11-01,R0004,C00030,FR,1,0,visit
2024-12-01,R0004,C00221,FR,0,0,visit
2024-12-01,R0004,C00355,FR,0,0,visit
2024-12-01,R0004,C00324,FR,0,0,visit
2024-12-01,R0004,C00002,FR,2,4,visit
2024-12-01,R0004,C00316,FR,0,0,visit
2024-12-01,R0004,C00010,FR,0,0,visit
2024-12-01,R0004,C00157,FR,1,1,visit
2024-12-01,R0004,C00372,FR,3,0,visit
2024-12-01,R0004,C00078,FR,0,0,visit
2024-12-01,R0004,C00106,FR,1,1,visit
2024-12-01,R0004,C00380,FR,0,0,visit
2024-12-01,R0004,C00359,FR,0,0,visit
2024-12-01,R0004,C00030,FR,1,0,visit
2025-01-01,R0004,C00221,FR,2,0,visit
2025-01-01,R0004,C00355,FR,1,1,visit
2025-01-01,R0004,C00324,FR,0,0,visit
2025-01-01,R0004,C00002,FR,2,0,visit
2025-01-01,R0004,C00316,FR,2,2,visit
2025-01-01,R0004,C00010,FR,1,0,visit
2025-01-01,R0004,C00157,FR,0,0,visit
2025-01-01,R0004,C00372,FR,0,0,visit
2025-01-01,R0004,C00078,FR,0,0,visit
2025-01-01,R0004,C00106,FR,0,0,visit
2025-01-01,R0004,C00380,FR,2,2,visit
2025-01-01,R0004,C00359,FR,1,0,visit
2025-01-01,R0004,C00030,FR,1,0,visit
2025-02-01,R0004,C00221,FR,0,0,visit
2025-02-01,R0004,C00355,FR,0,0,visit
2025-02-01,R0004,C00324,FR,0,0,visit
2025-02-01,R0004,C00002,FR,2,2,visit
2025-02-01,R0004,C00316,FR,0,0,visit
2025-02-01,R0004,C00010,FR,0,0,visit
2025-02-01,R0004,C00157,FR,1,0,visit
2025-02-01,R0004,C00372,FR,1,1,visit
2025-02-01,R0004,C00078,FR,0,0,visit
2025-02-01,R0004,C00106,FR,0,0,visit
2025-02-01,R0004,C00380,FR,1,2,visit
2025-02-01,R0004,C00359,FR,1,1,visit
2025-02-01,R0004,C00030,FR,0,0,visit
2025-03-01,R0004,C00221,FR,0,0,visit
2025-03-01,R0004,C00355,FR,2,2,visit
2025-03-01,R0004,C00324,FR,2,0,visit
2025-03-01,R0004,C00002,FR,1,0,visit
2025-03-01,R0004,C00316,FR,0,0,visit
2025-03-01,R0004,C00010,FR,0,0,visit
2025-03-01,R0004,C00157,FR,0,0,visit
2025-03-01,R0004,C00372,FR,0,0,visit
2025-03-01,R0004,C00078,FR,0,0,visit
2025-03-01,R0004,C00106,FR,0,0,visit
2025-03-01,R0004,C00380,FR,3,0,visit
2025-03-01,R0004,C00359,FR,1,0,visit
2025-03-01,R0004,C00030,FR,0,0,visit
2025-04-01,R0004,C00221,FR,1,0,visit
2025-04-01,R0004,C00355,FR,0,0,visit
2025-04-01,R0004,C00324,FR,0,0,visit
2025-04-01,R0004,C00002,FR,2,2,visit
2025-04-01,R0004,C00316,FR,2,2,visit
2025-04-01,R0004,C00010,FR,0,0,visit
2025-04-01,R0004,C00157,FR,1,0,visit
2025-04-01,R0004,C00372,FR,1,0,visit
2025-04-01,R0004,C00078,FR,2,2,visit
2025-04-01,R0004,C00106,FR,0,0,visit
2025-04-01,R0004,C00380,FR,1,0,visit
2025-04-01,R0004,C00359,FR,0,0,visit
2025-04-01,R0004,C00030,FR,1,0,visit
2025-05-01,R0004,C00221,FR,0,0,visit
2025-05-01,R0004,C00355,FR,1,0,visit
2025-05-01,R0004,C00324,FR,1,1,visit
2025-05-01,R0004,C00002,FR,3,0,visit
2025-05-01,R0004,C00316,FR,1,0,visit
2025-05-01,R0004,C00010,FR,0,0,visit
2025-05-01,R0004,C00157,FR,1,0,visit
2025-05-01,R0004,C00372,FR,0,0,visit
2025-05-01,R0004,C00078,FR,1,1,visit
2025-05-01,R0004,C00106,FR,0,0,visit
2025-05-01,R0004,C00380,FR,1,0,visit
2025-05-01,R0004,C00359,FR,2,0,visit
2025-05-01,R0004,C00030,FR,0,0,visit
2025-06-01,R0004,C00221,FR,0,0,visit
2025-06-01,R0004,C00355,FR,1,1,visit
2025-06-01,R0004,C00324,FR,0,0,visit
2025-06-01,R0004,C00002,FR,3,3,visit
2025-06-01,R0004,C00316,FR,0,0,visit
2025-06-01,R0004,C00010,FR,1,1,visit
2025-06-01,R0004,C00157,FR,3,3,visit
2025-06-01,R0004,C00372,FR,2,0,visit
2025-06-01,R0004,C00078,FR,0,0,visit
2025-06-01,R0004,C00106,FR,1,0,visit
2025-06-01,R0004,C00380,FR,2,0,visit
2025-06-01,R0004,C00359,FR,0,0,visit
2025-06-01,R0004,C00030,FR,1,1,visit
2025-07-01,R0004,C00221,FR,1,0,visit
2025-07-01,R0004,C00355,FR,2,0,visit
2025-07-01,R0004,C00324,FR,0,0,visit
2025-07-01,R0004,C00002,FR,2,0,visit
2025-07-01,R0004,C00316,FR,2,2,visit
2025-07-01,R0004,C00010,FR,1,1,visit
2025-07-01,R0004,C00157,FR,1,1,visit
2025-07-01,R0004,C00372,FR,0,0,visit
2025-07-01,R0004,C00078,FR,0,0,visit
2025-07-01,R0004,C00106,FR,0,0,visit
2025-07-01,R0004,C00380,FR,3,0,visit
2025-07-01,R0004,C00359,FR,1,1,visit
2025-07-01,R0004,C00030,FR,0,0,visit
2025-08-01,R0004,C00221,FR,3,0,visit
2025-08-01,R0004,C00355,FR,0,0,visit
2025-08-01,R0004,C00324,FR,1,1,visit
2025-08-01,R0004,C00002,FR,2,0,visit
2025-08-01,R0004,C00316,FR,1,0,visit
2025-08-01,R0004,C00010,FR,1,1,visit
2025-08-01,R0004,C00157,FR,2,2,visit
2025-08-01,R0004,C00372,FR,1,0,visit
2025-08-01,R0004,C00078,FR,0,0,visit
2025-08-01,R0004,C00106,FR,1,0,visit
2025-08-01,R0004,C00380,FR,1,1,visit
2025-08-01,R0004,C00359,FR,0,0,visit
2025-08-01,R0004,C00030,FR,0,0,visit
2025-09-01,R0004,C00221,FR,0,0,visit
2025-09-01,R0004,C00355,FR,0,0,visit
2025-09-01,R0004,C00324,FR,1,1,visit
2025-09-01,R0004,C00002,FR,3,3,visit
2025-09-01,R0004,C00316,FR,1,0,visit
2025-09-01,R0004,C00010,FR,0,0,visit
2025-09-01,R0004,C00157,FR,0,0,visit
2025-09-01,R0004,C00372,FR,0,0,visit
2025-09-01,R0004,C00078,FR,0,0,visit
2025-09-01,R0004,C00106,FR,0,0,visit
2025-09-01,R0004,C00380,FR,3,0,visit
2025-09-01,R0004,C00359,FR,0,0,visit
2025-09-01,R0004,C00030,FR,0,0,visit
2025-10-01,R0004,C00221,FR,1,1,visit
2025-10-01,R0004,C00355,FR,0,0,visit
2025-10-01,R0004,C00324,FR,0,0,visit
2025-10-01,R0004,C00002,FR,4,0,visit
2025-10-01,R0004,C00316,FR,0,0,visit
2025-10-01,R0004,C00010,FR,0,0,visit
2025-10-01,R0004,C00157,FR,0,0,visit
2025-10-01,R0004,C00372,FR,0,0,visit
2025-10-01,R0004,C00078,FR,1,1,visit
2025-10-01,R0004,C00106,FR,0,0,visit
2025-10-01,R0004,C00380,FR,1,0,visit
2025-10-01,R0004,C00359,FR,1,0,visit
2025-10-01,R0004,C00030,FR,0,0,visit
2022-11-01,R0005,C00112,FR,0,0,visit
2022-11-01,R0005,C00206,FR,1,0,visit
2022-11-01,R0005,C00145,FR,0,0,visit
2022-11-01,R0005,C00128,FR,3,3,visit
2022-11-01,R0005,C00144,FR,0,0,visit
2022-11-01,R0005,C00160,FR,0,0,visit
2022-11-01,R0005,C00192,FR,0,0,visit
2022-11-01,R0005,C00129,FR,2,2,visit
2022-11-01,R0005,C00330,FR,0,0,visit
2022-11-01,R0005,C00337,FR,1,0,visit
2022-11-01,R0005,C00084,FR,1,0,visit
2022-11-01,R0005,C00026,FR,0,0,visit
2022-11-01,R0005,C00116,FR,0,0,visit
2022-12-01,R0005,C00112,FR,0,0,visit
2022-12-01,R0005,C00206,FR,2,0,visit
2022-12-01,R0005,C00145,FR,0,0,visit
2022-12-01,R0005,C00128,FR,0,0,visit
2022-12-01,R0005,C00144,FR,0,0,visit
2022-12-01,R0005,C00160,FR,2,2,visit
2022-12-01,R0005,C00192,FR,0,0,visit
2022-12-01,R0005,C00129,FR,4,0,visit
2022-12-01,R0005,C00330,FR,0,0,visit
2022-12-01,R0005,C00337,FR,0,0,visit
2022-12-01,R0005,C00084,FR,4,0,visit
2022-12-01,R0005,C00026,FR,0,0,visit
2022-12-01,R0005,C00116,FR,1,0,visit
2023-01-01,R0005,C00112,FR,1,1,visit
2023-01-01,R0005,C00206,FR,1,1,visit
2023-01-01,R0005,C00145,FR,0,0,visit
2023-01-01,R0005,C00128,FR,3,0,visit
2023-01-01,R0005,C00144,FR,2,0,visit
2023-01-01,R0005,C00160,FR,1,0,visit
2023-01-01,R0005,C00192,FR,0,0,visit
2023-01-01,R0005,C00129,FR,2,2,visit
2023-01-01,R0005,C00330,FR,1,0,visit
2023-01-01,R0005,C00337,FR,1,0,visit
2023-01-01,R0005,C00084,FR,0,0,visit
2023-01-01,R0005,C00026,FR,0,0,visit
2023-01-01,R0005,C00116,FR,0,0,visit
2023-02-01,R0005,C00112,FR,1,0,visit
2023-02-01,R0005,C00206,FR,1,0,visit
2023-02-01,R0005,C00145,FR,2,0,visit
2023-02-01,R0005,C00128,FR,2,0,visit
2023-02-01,R0005,C00144,FR,1,0,visit
2023-02-01,R0005,C00160,FR,1,0,visit
2023-02-01,R0005,C00192,FR,1,0,visit
2023-02-01,R0005,C00129,FR,0,0,visit
2023-02-01,R0005,C00330,FR,2,2,visit
2023-02-01,R0005,C00337,FR,1,1,visit
2023-02-01,R0005,C00084,FR,1,0,visit
2023-02-01,R0005,C00026,FR,0,0,visit
2023-02-01,R0005,C00116,FR,1,2,visit
2023-03-01,R0005,C00112,FR,1,0,visit
2023-03-01,R0005,C00206,FR,1,1,visit
2023-03-01,R0005,C00145,FR,1,1,visit
2023-03-01,R0005,C00128,FR,2,2,visit
2023-03-01,R0005,C00144,FR,0,0,visit
2023-03-01,R0005,C00160,FR,0,0,visit
2023-03-01,R0005,C00192,FR,0,0,visit
2023-03-01,R0005,C00129,FR,3,0,visit
2023-03-01,R0005,C00330,FR,1,0,visit
2023-03-01,R0005,C00337,FR,0,0,visit
2023-03-01,R0005,C00084,FR,2,0,visit
2023-03-01,R0005,C00026,FR,0,0,visit
2023-03-01,R0005,C00116,FR,0,0,visit
2023-04-01,R0005,C00112,FR,1,1,visit
2023-04-01,R0005,C00206,FR,2,0,visit
2023-04-01,R0005,C00145,FR,1,0,visit
2023-04-01,R0005,C00128,FR,0,0,visit
2023-04-01,R0005,C00144,FR,0,0,visit
2023-04-01,R0005,C00160,FR,3,3,visit
2023-04-01,R0005,C00192,FR,0,0,visit
2023-04-01,R0005,C00129,FR,3,0,visit
2023-04-01,R0005,C00330,FR,1,0,visit
2023-04-01,R0005,C00337,FR,0,0,visit
2023-04-01,R0005,C00084,FR,1,2,visit
2023-04-01,R0005,C00026,FR,0,0,visit
2023-04-01,R0005,C00116,FR,0,0,visit
2023-05-01,R0005,C00112,FR,1,1,visit
2023-05-01,R0005,C00206,FR,1,0,visit
2023-05-01,R0005,C00145,FR,0,0,visit
2023-05-01,R0005,C00128,FR,3,0,visit
2023-05-01,R0005,C00144,FR,0,0,visit
2023-05-01,R0005,C00160,FR,1,1,visit
2023-05-01,R0005,C00192,FR,0,0,visit
2023-05-01,R0005,C00129,FR,0,0,visit
2023-05-01,R0005,C00330,FR,1,0,visit
2023-05-01,R0005,C00337,FR,0,0,visit
2023-05-01,R0005,C00084,FR,1,0,visit
2023-05-01,R0005,C00026,FR,1,0,visit
2023-05-01,R0005,C00116,FR,1,1,visit
2023-06-01,R0005,C00112,FR,0,0,visit
2023-06-01,R0005,C00206,FR,1,1,visit
2023-06-01,R0005,C00145,FR,1,0,visit
2023-06-01,R0005,C00128,FR,4,0,visit
2023-06-01,R0005,C00144,FR,0,0,visit
2023-06-01,R0005,C00160,FR,4,4,visit
2023-06-01,R0005,C00192,FR,2,0,visit
2023-06-01,R0005,C00129,FR,3,6,visit
2023-06-01,R0005,C00330,FR,0,0,visit
2023-06-01,R0005,C00337,FR,0,0,visit
2023-06-01,R0005,C00084,FR,0,0,visit
2023-06-01,R0005,C00026,FR,0,0,visit
2023-06-01,R0005,C00116,FR,0,0,visit
2023-07-01,R0005,C00112,FR,0,0,visit
2023-07-01,R0005,C00206,FR,4,0,visit
2023-07-01,R0005,C00145,FR,2,2,visit
2023-07-01,R0005,C00128,FR,1,0,visit
2023-07-01,R0005,C00144,FR,0,0,visit
2023-07-01,R0005,C00160,FR,4,4,visit
2023-07-01,R0005,C00192,FR,0,0,visit
2023-07-01,R0005,C00129,FR,4,4,visit
2023-07-01,R0005,C00330,FR,1,1,visit
2023-07-01,R0005,C00337,FR,1,0,visit
2023-07-01,R0005,C00084,FR,2,0,visit
2023-07-01,R0005,C00026,FR,1,0,visit
2023-07-01,R0005,C00116,FR,0,0,visit
2023-08-01,R0005,C00112,FR,1,1,visit
2023-08-01,R0005,C00206,FR,5,5,visit
2023-08-01,R0005,C00145,FR,1,1,visit
2023-08-01,R0005,C00128,FR,2,2,visit
2023-08-01,R0005,C00144,FR,0,0,visit
2023-08-01,R0005,C00160,FR,2,2,visit
2023-08-01,R0005,C00192,FR,0,0,visit
2023-08-01,R0005,C00129,FR,2,2,visit
2023-08-01,R0005,C00330,FR,0,0,visit
2023-08-01,R0005,C00337,FR,1,0,visit
2023-08-01,R0005,C00084,FR,1,1,visit
2023-08-01,R0005,C00026,FR,0,0,visit
2023-08-01,R0005,C00116,FR,2,0,visit
2023-09-01,R0005,C00112,FR,1,1,visit
2023-09-01,R0005,C00206,FR,1,1,visit
2023-09-01,R0005,C00145,FR,1,1,visit
2023-09-01,R0005,C00128,FR,1,0,visit
2023-09-01,R0005,C00144,FR,2,0,visit
2023-09-01,R0005,C00160,FR,3,3,visit
2023-09-01,R0005,C00192,FR,0,0,visit
2023-09-01,R0005,C00129,FR,2,0,visit
2023-09-01,R0005,C00330,FR,0,0,visit
2023-09-01,R0005,C00337,FR,0,0,visit
2023-09-01,R0005,C00084,FR,1,0,visit
2023-09-01,R0005,C00026,FR,2,0,visit
2023-09-01,R0005,C00116,FR,1,0,visit
2023-10-01,R0005,C00112,FR,1,0,visit
2023-10-01,R0005,C00206,FR,2,2,visit
2023-10-01,R0005,C00145,FR,0,0,visit
2023-10-01,R0005,C00128,FR,1,1,visit
2023-10-01,R0005,C00144,FR,0,0,visit
2023-10-01,R0005,C00160,FR,2,0,visit
2023-10-01,R0005,C00192,FR,0,0,visit
2023-10-01,R0005,C00129,FR,2,2,visit
2023-10-01,R0005,C00330,FR,0,0,visit
2023-10-01,R0005,C00337,FR,0,0,visit
2023-10-01,R0005,C00084,FR,2,4,visit
2023-10-01,R0005,C00026,FR,1,0,visit
2023-10-01,R0005,C00116,FR,0,0,visit
2023-11-01,R0005,C00112,FR,0,0,visit
2023-11-01,R0005,C00206,FR,1,0,visit
2023-11-01,R0005,C00145,FR,1,0,visit
2023-11-01,R0005,C00128,FR,2,4,visit
2023-11-01,R0005,C00144,FR,0,0,visit
2023-11-01,R0005,C00160,FR,3,0,visit
2023-11-01,R0005,C00192,FR,2,0,visit
2023-11-01,R0005,C00129,FR,2,2,visit
2023-11-01,R0005,C00330,FR,0,0,visit
2023-11-01,R0005,C00337,FR,1,0,visit
2023-11-01,R0005,C00084,FR,2,2,visit
2023-11-01,R0005,C00026,FR,0,0,visit
2023-11-01,R0005,C00116,FR,0,0,visit
2023-12-01,R0005,C00112,FR,2,2,visit
2023-12-01,R0005,C00206,FR,3,0,visit
2023-12-01,R0005,C00145,FR,0,0,visit
2023-12-01,R0005,C00128,FR,1,0,visit
2023-12-01,R0005,C00144,FR,1,1,visit
2023-12-01,R0005,C00160,FR,2,0,visit
2023-12-01,R0005,C00192,FR,0,0,visit
2023-12-01,R0005,C00129,FR,3,3,visit
2023-12-01,R0005,C00330,FR,0,0,visit
2023-12-01,R0005,C00337,FR,2,2,visit
2023-12-01,R0005,C00084,FR,3,0,visit
2023-12-01,R0005,C00026,FR,1,0,visit
2023-12-01,R0005,C00116,FR,0,0,visit
2024-01-01,R0005,C00112,FR,0,0,visit
2024-01-01,R0005,C00206,FR,2,0,visit
2024-01-01,R0005,C00145,FR,0,0,visit
2024-01-01,R0005,C00128,FR,2,0,visit
2024-01-01,R0005,C00144,FR,0,0,visit
2024-01-01,R0005,C00160,FR,2,0,visit
2024-01-01,R0005,C00192,FR,1,0,visit
2024-01-01,R0005,C00129,FR,2,2,visit
2024-01-01,R0005,C00330,FR,0,0,visit
2024-01-01,R0005,C00337,FR,1,1,visit
2024-01-01,R0005,C00084,FR,0,0,visit
2024-01-01,R0005,C00026,FR,1,0,visit
2024-01-01,R0005,C00116,FR,0,0,visit
2024-02-01,R0005,C00112,FR,0,0,visit
2024-02-01,R0005,C00206,FR,3,6,visit
2024-02-01,R0005,C00145,FR,1,1,visit
2024-02-01,R0005,C00128,FR,1,0,visit
2024-02-01,R0005,C00144,FR,1,1,visit
2024-02-01,R0005,C00160,FR,1,1,visit
2024-02-01,R0005,C00192,FR,0,0,visit
2024-02-01,R0005,C00129,FR,1,0,visit
2024-02-01,R0005,C00330,FR,2,2,visit
2024-02-01,R0005,C00337,FR,0,0,visit
2024-02-01,R0005,C00084,FR,1,0,visit
2024-02-01,R0005,C00026,FR,0,0,visit
2024-02-01,R0005,C00116,FR,1,0,visit
2024-03-01,R0005,C00112,FR,0,0,visit
2024-03-01,R0005,C00206,FR,1,0,visit
2024-03-01,R0005,C00145,FR,0,0,visit
2024-03-01,R0005,C00128,FR,3,0,visit
2024-03-01,R0005,C00144,FR,0,0,visit
2024-03-01,R0005,C00160,FR,4,0,visit
2024-03-01,R0005,C00192,FR,0,0,visit
2024-03-01,R0005,C00129,FR,3,0,visit
2024-03-01,R0005,C00330,FR,2,0,visit
2024-03-01,R0005,C00337,FR,2,4,visit
2024-03-01,R0005,C00084,FR,6,0,visit
2024-03-01,R0005,C00026,FR,1,1,visit
2024-03-01,R0005,C00116,FR,0,0,visit
2024-04-01,R0005,C00112,FR,0,0,visit
2024-04-01,R0005,C00206,FR,2,0,visit
2024-04-01,R0005,C00145,FR,0,0,visit
2024-04-01,R0005,C00128,FR,3,0,visit
2024-04-01,R0005,C00144,FR,2,2,visit
2024-04-01,R0005,C00160,FR,2,0,visit
2024-04-01,R0005,C00192,FR,1,0,visit
2024-04-01,R0005,C00129,FR,0,0,visit
2024-04-01,R0005,C00330,FR,0,0,visit
2024-04-01,R0005,C00337,FR,1,0,visit
2024-04-01,R0005,C00084,FR,0,0,visit
2024-04-01,R0005,C00026,FR,2,2,visit
2024-04-01,R0005,C00116,FR,1,0,visit
2024-05-01,R0005,C00112,FR,1,0,visit
2024-05-01,R0005,C00206,FR,3,0,visit
2024-05-01,R0005,C00145,FR,1,1,visit
2024-05-01,R0005,C00128,FR,2,0,visit
2024-05-01,R0005,C00144,FR,1,0,visit
2024-05-01,R0005,C00160,FR,1,0,visit
2024-05-01,R0005,C00192,FR,1,0,visit
2024-05-01,R0005,C00129,FR,1,0,visit
2024-05-01,R0005,C00330,FR,1,0,visit
2024-05-01,R0005,C00337,FR,0,0,visit
2024-05-01,R0005,C00084,FR,5,0,visit
2024-05-01,R0005,C00026,FR,1,0,visit
2024-05-01,R0005,C00116,FR,1,1,visit
2024-06-01,R0005,C00112,FR,0,0,visit
2024-06-01,R0005,C00206,FR,3,3,visit
2024-06-01,R0005,C00145,FR,0,0,visit
2024-06-01,R0005,C00128,FR,1,0,visit
2024-06-01,R0005,C00144,FR,1,0,visit
2024-06-01,R0005,C00160,FR,2,2,visit
2024-06-01,R0005,C00192,FR,1,1,visit
2024-06-01,R0005,C00129,FR,3,6,visit
2024-06-01,R0005,C00330,FR,0,0,visit
2024-06-01,R0005,C00337,FR,0,0,visit
2024-06-01,R0005,C00084,FR,4,0,visit
2024-06-01,R0005,C00026,FR,1,1,visit
2024-06-01,R0005,C00116,FR,0,0,visit
2024-07-01,R0005,C00112,FR,2,0,visit
2024-07-01,R0005,C00206,FR,5,5,visit
2024-07-01,R0005,C00145,FR,0,0,visit
2024-07-01,R0005,C00128,FR,1,0,visit
2024-07-01,R0005,C00144,FR,0,0,visit
2024-07-01,R0005,C00160,FR,1,1,visit
2024-07-01,R0005,C00192,FR,0,0,visit
2024-07-01,R0005,C00129,FR,2,4,visit
2024-07-01,R0005,C00330,FR,1,0,visit
2024-07-01,R0005,C00337,FR,1,0,visit
2024-07-01,R0005,C00084,FR,2,0,visit
2024-07-01,R0005,C00026,FR,0,0,visit
2024-07-01,R0005,C00116,FR,1,0,visit
2024-08-01,R0005,C00112,FR,1,0,visit
2024-08-01,R0005,C00206,FR,2,0,visit
2024-08-01,R0005,C00145,FR,1,0,visit
2024-08-01,R0005,C00128,FR,2,0,visit
2024-08-01,R0005,C00144,FR,0,0,visit
2024-08-01,R0005,C00160,FR,4,0,visit
2024-08-01,R0005,C00192,FR,2,0,visit
2024-08-01,R0005,C00129,FR,0,0,visit
2024-08-01,R0005,C00330,FR,0,0,visit
2024-08-01,R0005,C00337,FR,0,0,visit
2024-08-01,R0005,C00084,FR,1,2,visit
2024-08-01,R0005,C00026,FR,1,0,visit
2024-08-01,R0005,C00116,FR,1,0,visit
2024-09-01,R0005,C00112,FR,2,0,visit
2024-09-01,R0005,C00206,FR,3,3,visit
2024-09-01,R0005,C00145,FR,0,0,visit
2024-09-01,R0005,C00128,FR,2,0,visit
2024-09-01,R0005,C00144,FR,0,0,visit
2024-09-01,R0005,C00160,FR,2,0,visit
2024-09-01,R0005,C00192,FR,0,0,visit
2024-09-01,R0005,C00129,FR,2,0,visit
2024-09-01,R0005,C00330,FR,0,0,visit
2024-09-01,R0005,C00337,FR,0,0,visit
2024-09-01,R0005,C00084,FR,2,0,visit
2024-09-01,R0005,C00026,FR,1,0,visit
2024-09-01,R0005,C00116,FR,0,0,visit
2024-10-01,R0005,C00112,FR,1,1,visit
2024-10-01,R0005,C00206,FR,1,0,visit
2024-10-01,R0005,C00145,FR,1,1,visit
2024-10-01,R0005,C00128,FR,1,1,visit
2024-10-01,R0005,C00144,FR,2,0,visit
2024-10-01,R0005,C00160,FR,1,0,visit
2024-10-01,R0005,C00192,FR,1,1,visit
2024-10-01,R0005,C00129,FR,0,0,visit
2024-10-01,R0005,C00330,FR,0,0,visit
2024-10-01,R0005,C00337,FR,1,0,visit
2024-10-01,R0005,C00084,FR,2,0,visit
2024-10-01,R0005,C00026,FR,1,0,visit
2024-10-01,R0005,C00116,FR,0,0,visit
2024-11-01,R0005,C00112,FR,0,0,visit
2024-11-01,R0005,C00206,FR,3,0,visit
2024-11-01,R0005,C00145,FR,1,0,visit
2024-11-01,R0005,C00128,FR,2,2,visit
2024-11-01,R0005,C00144,FR,0,0,visit
2024-11-01,R0005,C00160,FR,3,3,visit
2024-11-01,R0005,C00192,FR,0,0,visit
2024-11-01,R0005,C00129,FR,1,0,visit
2024-11-01,R0005,C00330,FR,1,0,visit
2024-11-01,R0005,C00337,FR,0,0,visit
2024-11-01,R0005,C00084,FR,2,0,visit
2024-11-01,R0005,C00026,FR,1,0,visit
2024-11-01,R0005,C00116,FR,0,0,visit
2024-12-01,R0005,C00112,FR,2,0,visit
2024-12-01,R0005,C00206,FR,3,3,visit
2024-12-01,R0005,C00145,FR,0,0,visit
2024-12-01,R0005,C00128,FR,1,1,visit
2024-12-01,R0005,C00144,FR,0,0,visit
2024-12-01,R0005,C00160,FR,5,5,visit
2024-12-01,R0005,C00192,FR,0,0,visit
2024-12-01,R0005,C00129,FR,2,2,visit
2024-12-01,R0005,C00330,FR,0,0,visit
2024-12-01,R0005,C00337,FR,0,0,visit
2024-12-01,R0005,C00084,FR,2,0,visit
2024-12-01,R0005,C00026,FR,1,1,visit
2024-12-01,R0005,C00116,FR,2,2,visit
2025-01-01,R0005,C00112,FR,1,1,visit
2025-01-01,R0005,C00206,FR,1,0,visit
2025-01-01,R0005,C00145,FR,1,0,visit
2025-01-01,R0005,C00128,FR,3,3,visit
2025-01-01,R0005,C00144,FR,0,0,visit
2025-01-01,R0005,C00160,FR,3,0,visit
2025-01-01,R0005,C00192,FR,0,0,visit
2025-01-01,R0005,C00129,FR,1,1,visit
2025-01-01,R0005,C00330,FR,0,0,visit
2025-01-01,R0005,C00337,FR,0,0,visit
2025-01-01,R0005,C00084,FR,1,2,visit
2025-01-01,R0005,C00026,FR,0,0,visit
2025-01-01,R0005,C00116,FR,0,0,visit
2025-02-01,R0005,C00112,FR,0,0,visit
2025-02-01,R0005,C00206,FR,5,5,visit
2025-02-01,R0005,C00145,FR,0,0,visit
2025-02-01,R0005,C00128,FR,1,0,visit
2025-02-01,R0005,C00144,FR,1,1,visit
2025-02-01,R0005,C00160,FR,2,2,visit
2025-02-01,R0005,C00192,FR,0,0,visit
2025-02-01,R0005,C00129,FR,1,0,visit
2025-02-01,R0005,C00330,FR,1,0,visit
2025-02-01,R0005,C00337,FR,1,1,visit
2025-02-01,R0005,C00084,FR,2,2,visit
2025-02-01,R0005,C00026,FR,0,0,visit
2025-02-01,R0005,C00116,FR,0,0,visit
2025-03-01,R0005,C00112,FR,0,0,visit
2025-03-01,R0005,C00206,FR,2,0,visit
2025-03-01,R0005,C00145,FR,0,0,visit
2025-03-01,R0005,C00128,FR,1,0,visit
2025-03-01,R0005,C00144,FR,0,0,visit
2025-03-01,R0005,C00160,FR,1,0,visit
2025-03-01,R0005,C00192,FR,1,1,visit
2025-03-01,R0005,C00129,FR,3,0,visit
2025-03-01,R0005,C00330,FR,0,0,visit
2025-03-01,R0005,C00337,FR,0,0,visit
2025-03-01,R0005,C00084,FR,4,0,visit
2025-03-01,R0005,C00026,FR,1,0,visit
2025-03-01,R0005,C00116,FR,0,0,visit
2025-04-01,R0005,C00112,FR,0,0,visit
2025-04-01,R0005,C00206,FR,0,0,visit
2025-04-01,R0005,C00145,FR,0,0,visit
2025-04-01,R0005,C00128,FR,0,0,visit
